proc openmp cilk
1	1	1
2	1.8053181387	1.7230403003
3	2.6378920873	2.5139371271
4	3.4247947042	3.2423833453
5	4.355561476	3.9264204743
6	4.9541212121	4.5857937701
7	5.6430913672	5.0546577734
8	4.2848980448	5.5810597074
9	4.4924844055	5.5331993924
10	4.0931874515	6.3715156303
